CRIMINALIDAD,ES_ARCHIVO,ES_PRECLUSIÓN,ESTADO,ETAPA_CASO,LEY,PAÍS_HECHO,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,SECCIONAL,AÑO_HECHOS,AÑO_ENTRADA,AÑO_DENUNCIA,DELITO,GRUPO_DELITO,CONSUMADO,TOTAL_PROCESOS
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2021,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,"DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2016,2016,2016,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2015,2015,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,9
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2019,2019,2019,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,TIERRALTA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2024,2024,2024,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,GRANADA,DIRECCIÓN SECCIONAL DE META,2021,2021,2021,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2013,2013,2013,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE BOGOTÁ,2013,2014,2014,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,LOS SANTOS,DIRECCIÓN SECCIONAL DE SANTANDER,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2024,2024,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,LA ARGENTINA,DIRECCIÓN SECCIONAL DE HUILA,2024,2024,2024,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,GIRÓN,DIRECCIÓN SECCIONAL DE SANTANDER,2022,2022,2022,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SUCRE,DIRECCIÓN SECCIONAL DE SUCRE,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,PUERTO COLOMBIA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Quindío,CALARCA,DIRECCIÓN SECCIONAL DE QUINDÍO,2014,2014,2014,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,SANTANDER DE QUILICHAO,DIRECCIÓN SECCIONAL DE CAUCA,2024,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,CHAPARRAL,DIRECCIÓN SECCIONAL DE TOLIMA,2021,2021,2021,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,LA PLATA,DIRECCIÓN SECCIONAL DE HUILA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,11
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,URUMITA,DIRECCIÓN SECCIONAL DE LA GUAJIRA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,PIEDECUESTA,DIRECCIÓN SECCIONAL DE SANTANDER,2019,2019,2019,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,5
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Tolima,HONDA,DIRECCIÓN SECCIONAL DE TOLIMA,2024,2024,2024,OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2021,2021,2021,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,15
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,PALMAR DE VARELA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2024,2024,2024,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2017,2018,2018,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,VILLAGARZÓN,DIRECCIÓN SECCIONAL DE PUTUMAYO,2025,2025,2025,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,PAIPA,DIRECCIÓN SECCIONAL DE BOYACÁ,2018,2018,2018,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2014,2014,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,DE LOS ATENTADOS INFORMATICOS Y OTRAS INFRACCIONES,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,CIMITARRA,DIRECCIÓN SECCIONAL DE SANTANDER,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,PRADO,DIRECCIÓN SECCIONAL DE TOLIMA,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2018,2018,2018,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,TUMACO,DIRECCIÓN SECCIONAL DE NARIÑO,2025,2025,2025,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,MIRANDA,DIRECCIÓN SECCIONAL DE CAUCA,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2025,2025,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,TOLEDO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,APARTADÓ,DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,CASTILLA LA NUEVA,DIRECCIÓN SECCIONAL DE META,2019,2019,2019,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CAUCASIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2014,2014,2014,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,SANTA MARTA,SIN DATO,2010,2010,2010,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,DOSQUEBRADAS,DIRECCIÓN SECCIONAL DE RISARALDA,2024,2024,2024,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,7
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2025,2025,2025,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTELÍBANO,DIRECCIÓN SECCIONAL DE CÓRDOBA,2025,2025,2025,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,RIONEGRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2025,2025,2025,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5",DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,SABANETA,DIRECCIÓN SECCIONAL DE MEDELLÍN,2018,2018,2018,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,PIVIJAY,DIRECCIÓN SECCIONAL DE MAGDALENA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2011,2014,2014,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,GALAPA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Quindío,ARMENIA,DIRECCIÓN SECCIONAL DE QUINDÍO,2019,2019,2019,INTERCEPTACION DE DATOS INFORMATICOS ART 269C LEY 1273 DE 2009 AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cesar,CURUMANÍ,DIRECCIÓN SECCIONAL DE CESAR,2013,2013,2013,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,4
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,TORO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2024,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,BUGALAGRANDE,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,6
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,DUITAMA,DIRECCIÓN SECCIONAL DE BOYACÁ,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,LA CALERA,DIRECCIÓN SECCIONAL DE BOGOTÁ,2017,2017,2017,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,PUERTO GAITÁN,DIRECCIÓN SECCIONAL DE META,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 1098,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2022,2022,2022,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR UTILIZAR COMO INSTRUMENTO A UN TERCERO DE BUENA FE ART. 269H N7",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2020,2020,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,3
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,ZIPAQUIRÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2023,2023,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,COROZAL,DIRECCIÓN SECCIONAL DE SUCRE,2018,2018,2018,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,PUERTO BOYACÁ,DIRECCIÓN SECCIONAL DE CALDAS,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,LA CALERA,DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,ARIGUANÍ,DIRECCIÓN SECCIONAL DE MAGDALENA,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2011,2012,2012,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2016,2016,2016,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Cesar,VALLEDUPAR,DIRECCIÓN SECCIONAL DE CESAR,2019,2019,2019,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
NO,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2025,2025,2025,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,DOSQUEBRADAS,DIRECCIÓN SECCIONAL DE RISARALDA,2018,2018,2018,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2019,2019,2019,OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,SABOYÁ,DIRECCIÓN SECCIONAL DE BOYACÁ,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caquetá,FLORENCIA,DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,PALMIRA,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",DELITOS INFORMATICOS,NO APLICA,1
NO,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,La Guajira,MAICAO,DIRECCIÓN SECCIONAL DE LA GUAJIRA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,CAUCASIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,2
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,2023,2023,2023,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",DELITOS INFORMATICOS,NO APLICA,1
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Quindío,ARMENIA,DIRECCIÓN SECCIONAL DE QUINDÍO,2011,2012,2012,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,DELITOS INFORMATICOS,NO APLICA,7
