"ESTADO","ETAPA_CASO","LEY","PAÍS_HECHO","DEPARTAMENTO_HECHO","MUNICIPIO_HECHO","SECCIONAL_ACTUAL","DELITO","GRUPO_DELITO","CONSUMADO","AÑO_ACTUACIÓN","ACTUACIONES_AGRUPADAS","CUENTA_PROCESO_INDICIADO"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","GRANADA","DIRECCIÓN SECCIONAL DE META","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","CAPTURAS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2022","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Huila","SALADOBLANCO","DIRECCIÓN SECCIONAL DE HUILA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Boyaca","DUITAMA","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","SUSA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DE LOS ATENTADOS INFORMATICOS Y OTRAS INFRACCIONES","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","4"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","VILLETA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","CAPTURAS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","2"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","3"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","CAPTURAS","2"
"INACTIVO","JUICIO","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","ESCRITOS DE ACUSACION","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Sucre","COROZAL","DIRECCIÓN SECCIONAL DE SUCRE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","2"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Boyaca","SAN PABLO DE BORBUR","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","ZIPAQUIRÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","5"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","CAPTURAS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Quindío","CALARCA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","ESCRITOS DE ACUSACION","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","1"
"INACTIVO","INDAGACIÓN","Ley 1098","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","DABEIBA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Putumayo","PUERTO ASÍS","DIRECCIÓN SECCIONAL DE PUTUMAYO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2010","ESCRITOS DE ACUSACION","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2012","IMPUTACIONES","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","43"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","12"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","24"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","SIMIJACA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DE LA PROTECCION DE LA INFORMACION Y DE LOS DATOS","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Bolívar","CARTAGENA","SIN DATO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2019","TRASLADOS","6"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PREACUERDOS LEGALIZADOS","8"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","31"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Antioquia","RIONEGRO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DELEGADA CONTRA LA CRIMINALIDAD ORGANIZADA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","ESCRITOS DE ACUSACION","10"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","23"
"ACTIVO","JUICIO","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","ESCRITOS DE ACUSACION","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","8"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","5"
"ACTIVO","JUICIO","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","5"
"INACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","TRASLADOS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caquetá","VALPARAÍSO","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","6"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","18"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2010","ESCRITOS DE ACUSACION","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","6"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","DE LA PROTECCION DE LA INFORMACION Y DE LOS DATOS","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","13"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","13"
"INACTIVO","JUICIO","Ley 906","Colombia","Norte de Santander","PAMPLONA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","ESCRITOS DE ACUSACION","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","5"
"ACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","PUERTO TEJADA","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","PREACUERDOS LEGALIZADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","2"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2010","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","ESCRITOS DE ACUSACION","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2012","IMPUTACIONES","10"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","4"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","2"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","ESCRITOS DE ACUSACION","1"
